amount,hour1,state1,zip1,custAttr1,field1,custAttr2,field2,hour2,flag1,total,field3,field4,indicator1,indicator2,flag2,flag3,flag4,flag5,fraud,day
10.36,10,VA,201,1234567890149450,3,kzqnyncvbzqjy@comcast.net,0,10,1,10.36,3511,8,0,0,0,0,0,1,1,35
12.95,15,CA,913,1234567890127290,3,ghsymlnbtrodw@yahoo.com,1,15,1,**,4017,15,0,0,1,0,0,2,0,7
12.95,9,PA,191,1234567890140560,2,dolbkroerutbl@aol.com,0,9,0,12.95,-1035,14,0,0,1,1,0,1,0,24
38.85,20,NY,115,1234567890131970,0,ifwkmyofbenjt@aol.com,0,20,1,38.85,4058,9,0,0,1,1,0,1,0,13
12.95,19,CA,940,1234567890137210,3,okdnglwslwgnx@remote-electronics.com,0,19,1,12.95,4691,9,1,0,0,0,0,3,1,20
12.95,23,NC,282,1234567890155490,3,evjqxkfezhdjo66@carolina.rr.com,0,23,0,12.95,744,25,0,0,0,0,0,1,0,42
10.36,15,CA,928,1234567890183380,3,wcsdoimuvtwcb@cs.com,1,15,0,10.36,-4217,7,0,0,1,0,0,2,0,79
25.9,1,CA,921,1234567890163880,2,mditfbpjgxoqp99@yahoo.com,0,1,1,25.9,3459,7,1,0,0,0,0,1,0,54
12.95,11,MS,392,1234567890169900,0,cygepjtysosvz@zhehgxptrp.com,0,11,0,**,-10214,22,0,0,0,0,0,1,0,62
59.4,15,MA,10,1234567890183440,3,gtmljxxpnbfey@aol.com,0,15,0,59.4,-1644,14,0,0,1,0,0,1,0,79
12.95,20,CA,941,1234567890126200,3,snapnopvsnezz@yahoo.com,1,20,0,12.95,6388,19,0,0,0,0,0,1,0,5
11.01,15,CA,940,1234567890147350,3,fxrbhakzllbjh1@mac.com,0,15,0,11.01,-12834,6,1,0,0,0,0,1,0,32
,20,NJ,88,1234567890133730,3,ojcydtkzemlfy1369@aol.com,0,20,0,38.85,4955,22,0,0,1,1,0,1,0,15
25.9,14,TX,770,1234567890170100,3,hqwkeldsibwiy11@yahoo.com,1,14,1,25.9,3455,10,0,0,0,0,0,1,1,62
0,11,TN,379,1234567890168010,4,antihyknzxmva@choicedata.com,0,11,0,0,3368,10,1,0,1,1,0,1600,1,59
49.95,19,NY,111,1234567890170340,2,cvnggnjsoynsy@msn.com,1,19,0,**,4602,14,0,0,0,0,0,1,0,62
38.85,21,OH,430,1234567890132960,3,xoblieneffmsf@aol.com,1,21,0,38.85,-4447,19,0,0,1,0,0,2,0,14
12.95,14,VA,221,1234567890137930,3,kjaqvcruivdlt@aol.com,1,14,0,12.95,-5064,13,0,0,1,1,0,1,0,21
,14,AR,724,1234567890137050,3,uvbgdwlmasszp.1@att.net,0,14,1,12.95,-2368,18,0,0,0,1,0,1,0,27
12.95,9,NJ,77,1234567890160030,2,binxremuhuwra1250@optonline.net,0,9,1,12.95,-7964,25,0,0,0,0,0,2,1,49
12.95,11,AZ,856,1234567890156620,3,stxaffvjturca@hotmail.com,0,11,0,12.95,2526,25,0,0,0,0,0,1,0,44
49.95,10,CA,927,1234567890134050,1,elmsmiryirgvs79@hotmail.com,1,10,0,49.95,5440,22,0,0,1,1,0,1,0,16
49.95,21,CT,60,1234567890129100,0,hwdmpgsxbhdyc@phvqkey.com,0,21,0,49.95,-4506,14,0,0,1,1,0,1,0,9
11.01,22,CA,902,1234567890148610,2,etddyudzrhhjf27@msn.com,0,22,1,11.01,3750,20,0,0,1,0,0,1,0,47
25.9,0,FL,349,1234567890133880,3,frxpxmhsmhchg@upznskonunczx.com,0,0,1,25.9,-3131,9,0,0,0,1,1,1,1,16
10.36,16,SC,296,1234567890128950,3,fkmgzghfdihsg2@yahoo.com,0,16,1,10.36,4673,9,0,1,0,1,1,1,0,50
38.85,19,CA,937,1234567890157020,3,vyjghlnqnglly@msn.com,0,19,0,38.85,1539,18,1,0,1,1,0,1,0,44
12.95,16,CA,941,1234567890149950,3,bxwfhwthcnjrh@yahoo.com,1,16,1,12.95,757,23,0,0,1,1,0,1,0,42
12.95,22,CA,917,1234567890137350,3,onygacwewwlrt@aol.com,0,22,0,12.95,-5851,17,1,0,0,0,0,1,0,20
11.01,20,FL,337,1234567890178380,3,owzcrrfriemfj@mac.com,0,20,1,11.01,5593,7,0,0,0,0,0,1,0,72
,7,NY,100,1234567890151010,2,otyaeddchssdo@dss-solutions.com,0,7,1,10.36,2015,15,1,0,0,0,0,1,1,86
49.95,19,VA,231,1234567890166900,0,jsgfumwlgybwz97@comcast.net,1,19,1,49.95,-644,9,0,0,0,0,0,2,0,70
38.85,10,TX,780,1234567890127020,2,ikdwenfkngjap@hotmail.com,0,10,0,38.85,1079,24,0,0,0,0,0,1,0,7
38.85,19,CO,802,1234567890186500,3,rvfddehabyjly@hotmail.com,0,19,1,38.85,1922,7,0,0,1,0,0,1,1,83
12.95,12,TX,752,1234567890146480,0,gmghzviwxidyh069@aol.com,0,12,0,12.95,3934,6,0,0,0,1,0,1,0,31
38.85,14,NJ,83,1234567890173010,3,fywndrvrbyjmh@aol.com,0,14,1,38.85,-4900,6,0,0,0,1,0,3,0,66
12.95,8,GA,300,1234567890151860,3,jyhsqlmdrafez@dehdsiqavdmhnnmwfzz.com,1,8,1,12.95,5039,29,0,0,1,1,0,1,0,53
12.95,5,CT,60,1234567890190580,3,kiysdhtmvnsoq1970@yahoo.com,0,4,1,12.95,2326,9,0,1,1,0,0,1,0,90
38.85,10,FL,334,1234567890192480,2,kntaqmdhmouqn@adelphia.net,0,10,0,**,1763,27,0,0,0,0,0,1,0,92
38.85,14,CA,911,1234567890148690,2,jmqzrwznhhypg@aol.com,1,14,0,38.85,-1163,8,1,0,1,0,0,1,0,34
12.95,21,CA,921,1234567890136490,0,uxnldxlurjwpp@manhfhvvekw.com,1,21,0,12.95,4652,8,1,0,0,0,0,1,0,19
11.65,14,FL,336,1234567890136320,0,muvucjaydpdsl@oscfl.com,0,14,1,**,3897,12,0,0,1,0,0,1,0,41
11.01,10,SC,295,1234567890161800,3,qywxltjdnlsud@msn.com,0,10,1,11.01,4652,8,0,0,1,1,0,1,0,51
12.95,0,CA,913,1234567890166290,3,gvdofygnntada@aol.com,1,0,1,12.95,-4536,17,0,0,0,0,0,1,0,57
25.9,14,CA,941,1234567890142760,3,ehiwiykoflqfs8888@yahoo.com,1,14,1,25.9,1954,19,0,0,1,0,0,1,0,81
38.85,15,CA,913,1234567890178180,3,nuorjemsysizi@sbcglobal.net,0,15,0,38.85,-255,24,0,0,1,0,0,1,0,72
12.95,18,NJ,70,1234567890163710,2,nuybczotnaice33@comcast.net,0,18,1,12.95,2450,8,1,0,1,1,0,1,0,53
38.85,11,NM,882,1234567890169350,2,ojlklevhcuhcy@valornet.com,0,11,0,38.85,4156,23,0,0,1,1,0,1,0,61
38.85,17,VA,232,1234567890179580,3,ohmxtlfpjkbau@msn.com,0,18,0,38.85,5212,20,0,0,1,1,0,1,0,74
25.9,14,TX,786,1234567890161100,3,mwnremxjgivru94@aol.com,0,14,1,25.9,-1013,15,0,0,1,1,0,1,0,50
10.36,16,CA,941,1234567890137710,3,seeqcgesxpltb@pacbell.net,0,16,1,**,1736,7,0,0,0,1,0,1,0,21
12.95,13,CA,940,1234567890146390,2,qwarfcsfjmatg00@yahoo.com,0,13,1,12.95,3664,9,0,0,0,0,0,2,1,33
39.96,15,NY,117,1234567890196480,3,abnmehzefdklv@aol.com,0,15,1,39.96,3969,16,0,0,1,1,0,1,0,98
31.08,21,NY,119,1234567890182880,3,sttvjcwebqxna7@yahoo.com,0,21,0,31.08,-5017,20,0,0,0,0,0,1,0,78
12.95,9,NC,278,1234567890154740,3,xstacgnagfnbj@vcu.edu,1,9,1,12.95,6022,18,0,0,1,1,0,1,0,94
12.95,17,MD,214,1234567890130930,2,ocpzkjwqyxcfr@aol.com,0,17,0,12.95,633,8,0,0,0,1,0,2,0,12
12.95,6,KY,416,1234567890161650,3,ccepbjuqopkin51@yahoo.com,0,6,0,12.95,-1447,19,0,0,1,0,0,1,0,51
38.85,14,CA,957,1234567890177340,3,mebfhfgmnmbxw@softcom.net,1,14,0,38.85,698,17,0,0,0,0,0,1,0,71
38.85,9,MI,488,1234567890153910,3,dlngxukqdkfnn574@msn.com,0,9,0,38.85,-3068,17,0,0,1,0,0,1,0,41
12.95,23,OR,974,1234567890124080,3,ucgehtdrnprmw241@aol.com,0,23,1,12.95,3317,16,0,0,1,1,0,2,0,65
11.01,8,TX,750,1234567890140670,2,oqrlcjgbdsvlu2@hotmail.com,0,8,1,11.01,2212,22,0,0,0,1,0,2,0,36
10.36,19,CT,63,1234567890125260,3,rgbcfwyierwfk69@snet.net,1,19,0,10.36,2164,23,0,0,1,1,0,2,0,3
38.85,11,FL,321,1234567890133850,0,jcphfmvcrpwir@cs.com,1,11,1,38.85,-1778,9,0,0,0,0,0,1,0,76
49.95,18,NC,281,1234567890188190,2,tmilrchckggwk2@aol.com,0,18,0,49.95,-811,17,0,0,1,1,0,1,0,85
38.85,9,OH,430,1234567890188730,3,scalazlovqpyl@sbcglobal.net,0,9,0,38.85,3013,20,0,0,0,0,0,1,0,87
38.85,19,GA,305,1234567890141090,2,ozjrhnyvunhdw@aol.com,0,19,0,38.85,1224,16,0,0,0,1,0,1,0,24
38.85,2,CA,921,1234567890143550,3,ppophrjmephcq@cox.net,0,2,0,38.85,1170,14,0,0,0,1,0,1,0,28
38.85,16,UT,840,1234567890134370,3,tbjcafollvliv54@netscape.net,0,16,0,38.85,-3545,8,0,0,0,1,0,1,0,16
38.85,1,ME,47,1234567890133090,2,xigeaacwlsawa@netscape.net,0,1,0,38.85,-3645,19,0,1,1,1,0,1,0,15
38.85,15,LA,706,1234567890153180,3,hcqodhdetsudx23@cox-internet.com,1,15,1,38.85,556,10,1,0,1,0,0,2,0,67
38.85,11,VA,201,1234567890186830,3,yqqatxtvypkja@yahoo.com,1,11,0,38.85,1654,26,0,0,1,1,0,1,0,84
12.95,21,TN,370,1234567890139030,0,rihsemchillww@comcast.net,1,21,1,12.95,838,20,0,0,0,0,0,2,0,27
12.95,18,TX,752,1234567890192110,2,oknsqmhsfprcs@sbcglobal.net,0,18,0,12.95,6625,8,1,0,0,0,0,1,0,91
12.95,19,WI,541,1234567890155320,3,siruopmwuenwp@pdyvdmfjzvj.com,0,19,1,12.95,-3341,8,0,0,1,0,0,1,0,42
12.95,22,NM,871,1234567890145380,3,yjwodcdmzbqva@ieee.org,0,22,1,12.95,-8920,15,0,0,1,0,0,1,0,29
38.85,21,TX,773,1234567890185110,3,wdpvbktzvgpeh@yahoo.com,1,21,1,38.85,2291,10,0,0,1,0,0,1,0,81
49.95,13,TX,786,1234567890149570,0,jjvgcvxoxqaxi1@qnojpmbia.com,0,13,0,49.95,-1059,18,0,0,0,0,0,1,0,35
38.85,11,PA,189,1234567890145630,3,vexjxfftxxxhm@aol.com,1,11,0,38.85,-11374,19,0,0,1,1,0,1,1,30
49.95,19,TX,782,1234567890153650,3,ykaiimvikkhqx@sbcglobal.net,0,19,0,49.95,-1771,26,0,0,1,0,0,1,0,40
38.85,15,OR,970,1234567890125740,3,kkrhogteuaxyq545@aol.com,1,15,0,38.85,-3187,14,0,0,1,1,0,1,0,4
12.95,13,MA,27,1234567890165680,3,udylfnzvqedbg011303@aol.com,1,13,1,12.95,-375,6,0,0,1,1,0,1,0,56
0,10,CA,949,1234567890148380,4,crybjowaywrdy.@wellsfargo.com,1,10,1,0,-4539,6,0,0,0,1,0,1,0,34
12.95,10,CA,921,1234567890124390,3,uendbrnqpfsov105@hotmail.com,0,10,1,12.95,284,10,0,0,0,0,0,2,1,62
38.85,12,CA,927,1234567890152020,0,jgypeicyhcolo@juno.com,1,12,0,38.85,-7661,17,0,0,0,0,0,1,0,38
49.95,16,CA,948,1234567890181780,0,yxbuqfddhgmbl@yahoo.com,0,16,0,49.95,4482,11,0,1,1,0,0,1,0,77
38.85,15,TX,786,1234567890146660,0,rzlqqovszfeoc@dutxuchuqqmtbg.com,1,15,0,38.85,-597,20,0,0,1,0,0,1,0,31
10.36,9,KY,402,1234567890126000,0,ijxqyztkrzzcm@insightbb.com,0,9,1,10.36,5743,7,1,0,0,0,0,1,1,5
12.95,15,MD,209,1234567890130880,3,grvzvkrlvjetl01@yahoo.com,0,15,0,12.95,5833,8,1,0,0,1,0,1,0,12
38.85,17,CA,913,1234567890150720,0,bsrvsiqzndgha@hotmail.com,0,17,0,38.85,331,18,0,0,1,1,0,1,0,36
38.85,10,UT,844,1234567890136720,3,xuwkstsczrtpp@cs.com,1,10,1,38.85,-843,8,1,0,1,1,0,1,0,20
,12,CA,914,1234567890164750,0,bbbxkrgtxczna@azdwnpejhopp.com,0,12,0,38.85,-2383,22,0,0,1,1,0,1,0,55
49.95,15,MN,553,1234567890140040,2,auidpiqpjmvzr53@sears.com,0,15,0,49.95,-4683,9,0,0,0,0,0,1,0,23
12.95,12,NC,287,1234567890124480,3,uiczfggcpzctg@wmconnect.com,1,12,1,12.95,-612,7,0,0,0,0,0,2,0,2
12.95,0,OR,977,1234567890174800,2,cahwwuckndjtc.@worldnet.att.net,0,0,1,12.95,-369,26,0,0,0,1,0,1,0,70
12.95,9,MA,20,1234567890124980,3,ylduruxeulejj@aol.com,0,9,1,12.95,-1961,16,0,1,1,1,0,1,0,3
38.85,1,CT,64,1234567890141880,3,yezitmuvtlasd@sbcglobal.net,0,1,0,38.85,-2755,30,0,0,1,1,0,1,0,26
12.95,21,GA,319,1234567890141120,3,likxzikrgpxlm1@aol.com,1,20,1,12.95,1242,17,0,0,1,1,0,1,0,24
49.95,12,TX,765,1234567890192610,3,hyvolyjjwwqta@yahoo.com,0,12,0,49.95,-4440,19,0,0,1,0,0,1,1,92
12.95,13,AK,995,1234567890128650,3,qvuiynrdsiagz24@aol.com,0,13,0,12.95,4438,20,0,0,0,1,0,1,0,9
38.85,16,CT,60,1234567890180120,3,zclbbgvsvmdcl@cox.net,1,16,0,38.85,-7477,14,0,0,1,0,0,1,0,75
38.85,13,NC,277,1234567890136910,3,uvfhjjjagiwim74@yahoo.com,1,13,0,38.85,3749,14,0,0,1,1,0,1,0,20
12.95,17,NJ,81,1234567890152250,3,zuvlrbxqvfacr1903@msn.com,1,17,0,12.95,-272,15,0,0,1,1,0,1,0,38
38.85,20,OK,737,1234567890170420,1,uykbazsldaulh@hotmail.com,1,20,0,38.85,-7255,19,0,0,0,0,0,1,0,62
38.85,10,OH,436,1234567890124350,3,zuaztnshutaxe@juno.com,1,10,0,38.85,-4369,21,0,0,1,0,0,1,0,2
38.85,9,CA,958,1234567890193880,3,gacmxvueoilhk@xtoazqvokgn.org,1,9,0,38.85,2037,19,0,0,1,1,0,1,0,94
31.08,16,TX,760,1234567890185530,3,weyxzfuxgtfsa@wepnxbpc.com,0,16,0,31.08,-6021,16,0,0,1,1,0,1,0,82
49.95,8,WA,989,1234567890133940,0,ofvzqzegfzxhf@msn.com,1,8,0,49.95,-5133,15,0,0,1,0,0,1,0,16
38.85,10,NY,148,1234567890171330,2,txjuuxvzsntss22@cornell.edu,0,10,1,38.85,-3170,12,0,0,0,0,0,1,0,64
12.95,21,NJ,87,1234567890191330,2,svrtefzxsavln@aol.com,0,21,1,12.95,-3638,8,0,0,1,0,0,1,0,90
25.9,11,CA,957,1234567890133300,3,qwyiwlkfuwfpv@gkpr.net,1,11,0,**,-14243,14,0,0,0,0,0,1,0,15
49.95,18,TX,750,1234567890154470,3,fiumsrxigsnoe@aol.com,0,18,0,49.95,-7815,15,0,0,1,1,0,1,0,41
11.01,9,TX,761,1234567890140550,2,wscjunxyzgjxy1@msn.com,1,9,1,11.01,-5514,6,0,0,0,0,0,2,0,24
38.85,12,CA,925,1234567890197060,0,bnakvjubejyny909@msn.com,0,12,0,38.85,5976,12,0,0,0,1,0,1,1,99
12.95,20,TX,750,1234567890150740,2,tqtmdejswcixd@sbcglobal.net,1,20,1,12.95,175,6,0,0,0,1,0,1,0,36
38.85,16,FL,337,1234567890152210,3,byoyrdtftwfqn@yahoo.com,0,16,0,38.85,-4605,27,0,0,1,0,0,1,0,38
39.96,18,NJ,88,1234567890144270,3,hecfggjofewpv@blqrxhqf.com,0,18,0,39.96,-2401,17,0,0,0,1,0,1,0,28
49.95,18,KY,400,1234567890163730,2,orsysfxhgsrlz@insightbb.com,0,18,0,**,-5803,9,0,0,1,0,0,1,0,53
25.9,13,OR,971,1234567890145750,3,thcywllukfljt@ykrbwwafepdlrhkblusch.com,1,13,0,25.9,6385,32,1,0,1,1,0,1,0,30
31.08,14,TX,782,1234567890137660,2,bmexydesacpit@hotmail.com,0,14,1,31.08,-7346,12,0,0,1,0,0,1,1,81
38.85,9,FL,323,1234567890136680,3,oovujlcmcvcip@dwsc.edu,0,9,1,38.85,-6088,19,0,0,1,0,0,1,0,42
38.85,13,CT,64,1234567890192620,3,pvinvrehtrpdt@aetna.com,1,13,0,38.85,1885,19,0,0,1,0,0,1,0,92
12.95,14,CA,928,1234567890177320,2,diycapdqmuucd@aol.com,0,14,1,12.95,767,7,1,0,0,1,0,1,0,71
38.85,5,NC,285,1234567890196850,3,rvzdoqrwxfdkh.@worldnet.att.net,0,5,0,38.85,-1946,27,0,0,1,0,0,1,0,99
,22,IL,615,1234567890135350,3,xbjjevrhumsdr@rfnwzueed.com,0,22,1,38.85,-4292,9,0,0,1,1,0,1,0,17
12.95,15,NM,870,1234567890168940,3,yjecprgfbwdim@yahoo.com,0,15,1,12.95,-9,16,0,0,1,0,0,1,0,60
10.36,16,MD,217,1234567890124690,2,vslkhapflvcnu@adelphia.net,1,16,0,10.36,1370,19,0,0,0,0,0,1,0,2
49.95,16,FL,344,1234567890160420,3,uooreqflakvmf2578@aol.com,0,16,0,49.95,5177,9,0,0,1,0,0,1,0,49
38.85,10,NY,105,1234567890177110,3,uwqtltdthnbjm@powcemvx.edu,1,10,0,**,3445,17,0,0,1,0,0,1,0,71
49.95,12,MA,26,1234567890190800,2,wqsncrwpfgxcy8800@comcast.net,0,12,0,49.95,1289,18,0,0,1,1,0,1,0,90
12.95,13,CA,946,1234567890170840,3,kjtwysqcvqjyk@dpeyvvain.com,0,13,0,12.95,3225,7,1,0,0,0,0,1,0,63
12.95,22,CA,912,1234567890167760,3,zevquvaqiraub@aol.com,0,22,0,12.95,5459,19,0,0,0,0,0,1,0,58
10.36,10,AZ,852,1234567890125940,3,nxabkssiolegr@phxcoxmail.com,0,10,1,10.36,2815,9,0,0,1,1,0,1,1,13
10.36,13,NY,100,1234567890133390,2,vnddqjtruhmoi@xldxaw.com,1,13,1,10.36,-249,7,1,0,0,0,0,1,0,15
12.95,14,CA,945,1234567890180760,3,xmkcccdbeolzj@comcast.com,0,14,0,12.95,5064,20,0,0,0,1,0,1,0,76
12.95,22,NY,125,1234567890128060,3,rujrlqfgivlfl11@optonline.net,1,22,1,12.95,5421,7,0,0,1,0,0,1,0,8
12.95,22,FL,347,1234567890136560,3,iufliojpuxejz1@yahoo.com,0,22,0,12.95,-1071,18,0,0,1,0,0,1,0,19
12.95,18,CA,920,1234567890139010,3,ixhkuerllitft@clintmiller.com,0,18,1,12.95,-5426,7,0,0,0,1,0,2,1,32
38.85,11,ME,41,1234567890151960,2,amcvmsikalsra2004@yahoo.com,0,11,0,38.85,2029,23,0,0,1,1,0,1,0,38
12.95,13,AZ,852,1234567890165100,3,otmblibimbagr2004@yahoo.com,0,13,1,12.95,2074,20,1,0,1,1,0,1,1,62
12.95,10,VA,223,1234567890181440,3,xkhjvbrpacppc0621@aol.com,0,10,0,12.95,-4371,21,0,0,0,1,0,1,0,77
12.95,8,GA,300,1234567890140530,1,ujzdcgeplqxmr@hotmail.com,1,8,1,12.95,-5124,6,0,0,1,0,0,1,0,24
12.95,18,NE,681,1234567890195270,0,lyignccmckyxv@cox.net,0,18,1,12.95,158,14,1,0,0,0,0,1,0,96
12.95,10,VA,221,1234567890185910,3,jxaiedecdskcg@aol.com,0,10,1,12.95,540,6,0,0,1,1,0,1,0,83
12.95,13,AL,351,1234567890140780,3,jwvkxjmwupdze@aol.com,0,13,0,12.95,1134,23,1,0,1,1,0,1,0,24
12.95,23,NM,880,1234567890128400,3,xsiatnirnnvfc@nmsu.edu,0,23,0,12.95,5881,10,1,0,0,0,0,1,0,8
38.85,11,CA,920,1234567890127050,0,hiojzqyeamwfk@cox.net,0,11,1,38.85,2557,7,0,0,0,0,0,1,0,7
,19,NY,121,1234567890126780,3,gjytnrbcjksoi@nycap.rr.com,1,19,1,38.85,2491,19,0,0,1,1,0,1,1,6
38.85,18,GA,300,1234567890184430,3,yhopnbshhgxzc@aol.com,0,18,1,38.85,2186,19,0,0,1,0,0,1,0,80
10.36,11,CA,913,1234567890171220,1,udnadhhymiwba@socal.rr.com,1,11,1,10.36,-3535,6,0,0,1,1,0,1,0,65
12.95,7,AR,727,1234567890156570,3,hapxmiphnatpy@yahoo.com,0,7,1,12.95,697,6,0,0,1,0,0,2,0,93
0,13,GA,307,1234567890131540,4,antihyknzxmva@choicedata.com,0,13,0,0,-12703,18,1,0,1,1,0,1600,1,13
12.95,21,CA,908,1234567890146110,3,ohwakwehzjpgh@yahoo.com,1,21,1,12.95,6665,20,0,0,0,1,0,1,0,30
38.85,21,OK,737,1234567890139630,3,rojaxqdiixhei@pldi.net,0,21,1,38.85,-5518,17,0,0,0,1,0,1,0,73
38.85,16,WA,983,1234567890165870,3,tqjiuamyjefhe1@msn.com,0,16,0,38.85,-146,15,0,0,0,0,0,1,1,56
12.95,20,LA,705,1234567890127520,3,uwcweiimswnbk1990@hotmail.com,1,20,0,12.95,3045,20,0,0,1,1,0,2,0,7
38.85,13,GA,300,1234567890187960,3,rasxsmotscaqg@corp.earthlink.net,1,13,1,38.85,3423,7,0,0,1,1,0,1,0,85
10.36,10,GA,314,1234567890124370,3,lkjzcvmmsvaur@comcast.net,0,10,1,10.36,2341,6,0,0,0,0,0,2,1,2
12.95,20,IL,605,1234567890150080,3,rcqwnocyftnrt61@aol.com,0,20,0,12.95,-966,15,0,0,0,1,0,1,0,35
12.95,14,PA,150,1234567890147890,3,xwwxqxnztegyi3@yahoo.com,0,14,0,12.95,-1074,6,0,0,0,0,0,1,0,33
12.95,22,TX,796,1234567890159870,3,iebbszoafpnpd@yahoo.com,1,22,1,12.95,1752,11,0,0,0,0,0,1,0,48
10.36,15,MD,210,1234567890178890,0,kooqalszyizmy@icbny.com,0,15,1,10.36,-2525,15,0,0,1,1,0,2,1,87
12.95,12,NC,276,1234567890127110,3,bmhkofdyugipa1679@msn.com,1,12,0,12.95,5319,16,0,0,0,0,0,1,0,7
0,7,TN,378,1234567890157240,4,antihyknzxmva@choicedata.com,0,7,0,0,987,10,0,0,1,1,0,1600,1,45
12.95,10,CA,958,1234567890171330,3,zwimqdhxxibjf@hotmail.com,1,10,1,12.95,1987,21,0,0,1,0,0,2,0,64
12.95,17,MN,563,1234567890188140,3,qmpvrhxzhgmbp@charter.net,1,17,1,12.95,-1423,11,0,0,0,0,0,2,0,85
10.36,9,NJ,70,1234567890157290,0,ctaxxcgqvseny@efllod.com,0,9,0,10.36,1812,7,0,0,0,0,0,1,0,45
12.95,17,OR,970,1234567890177490,3,hytkkpfoqcoja@hotmail.com,0,17,1,**,2655,9,0,0,1,0,0,1,1,71
38.85,23,NV,890,1234567890126970,2,cdpkdjganvkuj2@earthlink.net,1,23,1,38.85,4029,9,0,0,1,0,0,2,0,50
49.95,13,FL,334,1234567890131530,2,vqnbiimqeczmm1@mac.com,1,13,0,49.95,2810,17,1,0,0,1,0,1,0,13
25.9,10,CA,959,1234567890138730,0,pdnhixjnqnaub1112@aol.com,1,10,1,25.9,-3543,9,1,0,0,0,0,3,0,22
25.9,17,OH,430,1234567890192020,3,lxhtnngekycpw@jemipaychiv.com,0,17,1,25.9,-5099,22,0,0,1,1,0,1,0,91
0,8,TN,378,1234567890126950,4,antihyknzxmva@choicedata.com,1,8,0,0,-1906,10,0,0,1,1,0,1600,1,7
0,9,LA,707,1234567890148320,4,pugrmyvovmvyp@cbbtr.com,0,9,0,0,-5245,13,0,0,1,1,0,364,1,34
38.85,17,FL,346,1234567890184360,3,zssgzfhhlmxdr@aol.com,0,17,0,38.85,-1220,14,0,0,1,1,0,1,0,80
25.9,15,OK,730,1234567890151420,2,iifhtxqlyilbk@ou.edu,0,15,0,25.9,6638,12,1,0,0,0,0,1,0,37
10.36,14,TX,763,1234567890134960,3,fwufijgltfluj@sheppard.af.mil,0,14,0,10.36,5206,7,0,0,0,0,0,1,1,17
38.85,18,NC,282,1234567890128190,2,ieuvpamuoaare@copper.net,1,18,0,38.85,-7151,23,0,0,1,1,0,1,0,8
38.85,19,MN,553,1234567890130210,3,nlgnmzdfvjsau55355@yahoo.com,1,19,1,38.85,-4906,10,0,0,1,0,0,2,0,11
12.95,13,TX,770,1234567890190910,0,bxsqewshvgvor@zncneazvt.com,0,13,0,12.95,-1381,18,0,0,0,0,0,1,0,90
38.85,14,MA,21,1234567890180050,3,ttpawmzqhbief@ikesoavvskv.com,0,14,1,38.85,5737,9,0,0,0,1,0,1,0,75
38.85,17,MA,25,1234567890158260,3,jmmqhzeukbhtb716@aol.com,0,17,1,38.85,2277,6,0,0,1,1,0,1,0,46
11.01,15,CA,917,1234567890143970,2,kzbnhulbaowel74@hotmail.com,0,15,1,11.01,3600,10,0,0,0,0,0,1,1,43
38.85,0,FL,331,1234567890140450,3,xkyjtaqkvtpcw1972@aol.com,1,0,1,38.85,3115,8,1,0,0,1,0,1,1,24
49.95,16,OR,974,1234567890163000,3,xswvmjbxhkjru@att.net,1,16,0,49.95,1012,16,0,0,1,1,0,1,0,52
38.85,17,AZ,863,1234567890160440,3,noyiqkjyvcvhn@hotmail.com,0,17,1,38.85,4929,23,0,0,0,0,0,1,1,49
0,12,FL,334,1234567890161960,4,nqziebnxfugmq7@aol.com,1,12,1,0,-6904,16,0,0,0,0,0,1,0,51
,8,IN,460,1234567890188700,3,xzchgoiblvhaf@wxamrrolvr.com,0,8,0,12.95,-494,20,0,0,1,1,0,1,0,87
10.36,18,NJ,87,1234567890171730,2,jbewagmiggfkx113@msn.com,0,18,1,10.36,884,8,1,0,1,1,0,1,0,64
49.95,14,CA,920,1234567890135060,3,ckpeuhvogtgcp2@myexcel.com,1,14,1,49.95,-634,7,0,0,0,0,0,2,0,17
12.95,13,FL,324,1234567890186170,3,idkvjdfzbcngn@wvvjpkhegbjfzqbl.com,0,13,1,12.95,-424,15,0,0,0,0,0,1,0,83
38.85,18,IN,463,1234567890143250,2,rxaohlgtyqnux@sbcglobal.net,1,18,0,38.85,-1104,24,0,0,1,1,0,1,0,27
31.08,11,TX,782,1234567890137660,2,bmexydesacpit@hotmail.com,0,11,1,31.08,-7346,12,0,0,1,0,0,1,1,21
38.85,19,NC,280,1234567890189680,3,vprxvjuccyclr@hotmail.com,1,19,0,38.85,-2630,24,0,0,0,0,0,1,0,88
38.85,16,TX,787,1234567890149850,3,mzvinskrvbiqv@pxgqlpzj.com,1,16,0,38.85,5617,8,0,0,1,0,0,1,0,35
11.65,20,TX,782,1234567890181140,2,pbkgedhpberpt@satx.rr.com,0,20,0,11.65,561,20,0,0,0,0,0,1,0,76
12.95,17,TX,774,1234567890132720,1,hdpnycbladgrl@aol.com,0,17,1,**,-4912,10,0,0,1,1,0,1,0,14
12.95,12,NC,285,1234567890151210,3,gjgykfwibgrsw@century21.com,0,12,0,12.95,1825,26,0,0,1,1,0,1,0,37
12.95,11,MO,631,1234567890174340,3,fycynbiwezzqg2@sbcglobal.net,0,11,0,12.95,5761,22,0,0,1,0,0,1,0,68
38.85,22,CA,913,1234567890129130,2,kihakulslksuf@yahoo.com,0,22,0,38.85,869,15,0,0,1,1,0,1,0,9
